code_asset,id_item,id_shop,id_cabang,id_category_asset,id_unit,asset_name,nilai_buku,status,timestamp,user_update,keterangan
PLBK/COMWR/TEKIRO/13,565,2388,0,5,24,COMBINATION WRENCH SUNK PANEL 13 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/COMWR/TEKIRO/14,566,2388,0,5,24,COMBINATION WRENCH SUNK PANEL 14 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/COMWR/VENUS/14,567,2388,0,5,24,COMBINATION WRENCH SUNK PANEL 14 VENUS,0,Active,11/23/2018 11:20,0,\N
PLBK/COMWR/KTC/14,568,2388,0,5,24,COMBINATION WRENCH SUNK PANEL 14 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/COMWR/TEKIRO/15,569,2388,0,5,24,COMBINATION WRENCH SUNK PANEL 15 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/COMWR/KTC/15,570,2388,0,5,24,COMBINATION WRENCH SUNK PANEL 15 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/COMWR/TEKIRO/16,571,2388,0,5,24,COMBINATION WRENCH SUNK PANEL 16 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/COMWR/KTC/16,572,2388,0,5,24,COMBINATION WRENCH SUNK PANEL 16 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/COMWR/KTC/17,573,2388,0,5,24,COMBINATION WRENCH SUNK PANEL 17 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/COMWR/TEKIRO/17,574,2388,0,5,24,COMBINATION WRENCH SUNK PANEL 17 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/COMWR/KTC/18,575,2388,0,5,24,COMBINATION WRENCH SUNK PANEL 18 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/COMWR/TEKIRO/18,576,2388,0,5,24,COMBINATION WRENCH SUNK PANEL 18 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/COMWR/KTC/19,577,2388,0,5,24,COMBINATION WRENCH SUNK PANEL 19 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/COMWR/TEKIRO/19,578,2388,0,5,24,COMBINATION WRENCH SUNK PANEL 19 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/COMWR/KTC/21,579,2388,0,5,24,COMBINATION WRENCH SUNK PANEL 21 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/COMWR/KTC/22,580,2388,0,5,24,COMBINATION WRENCH SUNK PANEL 22 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/COMWR/KTC/24,581,2388,0,5,24,COMBINATION WRENCH SUNK PANEL 24 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/COMWR/KTC/27,582,2388,0,5,24,COMBINATION WRENCH SUNK PANEL 27 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/COMWR/KTC/30,583,2388,0,5,24,COMBINATION WRENCH SUNK PANEL 30 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/COMWR/ATS/32,584,2388,0,5,24,COMBINATION WRENCH SUNK PANEL 32 ATS,0,Active,11/23/2018 11:20,0,\N
PLBK/COMWR/KTC/07,585,2388,0,5,24,COMBINATION WRENCH SUNK PANEL 07 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/COMWR/KTC/08,586,2388,0,5,24,COMBINATION WRENCH SUNK PANEL 08 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/COMWR/TEKIRO/24,587,2388,0,5,24,COMBINATION WRENCH SUNK PANEL 24 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/COMWR/TEKIRO/27,588,2388,0,5,24,COMBINATION WRENCH SUNK PANEL 27 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/COMWR/TEKIRO/30,589,2388,0,5,24,COMBINATION WRENCH SUNK PANEL 30 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/COMWR/TEKIRO/32,590,2388,0,5,24,COMBINATION WRENCH SUNK PANEL 32 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/COMWR/KTC/SET,591,2388,0,5,24,COMBINATION WRENCH SUNK PANEL SET KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/COMWR/TEKIRO/SE,592,2388,0,5,24,COMBINATION WRENCH SUNK PANEL SET TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/COMWR/TEK/SET,593,2388,0,5,24,COMBINATION WRENCH SUNK PANEL SET KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/COMWR/FACOM/SET,594,2388,0,5,24,COMBINATION WRENCH SUNK PANEL SET FACOM,0,Active,11/23/2018 11:20,0,\N
PLBK/KCPTB/TEKIRO,595,2388,0,5,24,KUNCI PENTIL BAN TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/COMWR/LIPRO/SET,596,2388,0,5,24,COMBINATION WRENCH SUNK PANEL SET LIPRO,0,Active,11/23/2018 11:20,0,\N
PLBK/PIPWR/HEAVYDUTY,597,2388,0,5,24,PIPE WRENCH HEAVY DUTY,0,Active,11/23/2018 11:20,0,\N
PLBK/PIPWR/KTC,598,2388,0,5,24,PIPE WRENCH KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/PIPWR/TEKIRO,599,2388,0,5,24,PIPE WRENCH TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/PIPWR/AMERICANT,600,2388,0,5,24,PIPE WRENCH AMERICAN TOOL,0,Active,11/23/2018 11:20,0,\N
PLBK/PIPWR/KRISBOW,601,2388,0,5,24,PIPE WRENCH KRISBOW,0,Active,11/23/2018 11:20,0,\N
PLBK/OFFWR/MAXPOWER/,602,2388,0,5,24,OFFSET WRENCH 10 & 12 MAX POWER,0,Active,11/23/2018 11:20,0,\N
PLBK/OFFWR/TEKIRO/10,603,2388,0,5,24,OFFSET WRENCH 10 & 11 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/OFFWR/KTC/1113,604,2388,0,5,24,OFFSET WRENCH 11 & 13 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/OFFWR/NN/1213,605,2388,0,5,24,OFFSET WRENCH 12 & 13,0,Active,11/23/2018 11:20,0,\N
PLBK/OFFWR/TEKIRO/12,606,2388,0,5,24,OFFSET WRENCH 12 & 13 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/OFFWR/KTC/1214,607,2388,0,5,24,OFFSET WRENCH 12 & 14 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/OFFWR/NN/1315,608,2388,0,5,24,OFFSET WRENCH 13 & 15,0,Active,11/23/2018 11:20,0,\N
PLBK/OFFWR/ATS/1415,609,2388,0,5,24,OFFSET WRENCH 14 & 15 ATS,0,Active,11/23/2018 11:20,0,\N
PLBK/OFFWR/NN/1415,610,2388,0,5,24,OFFSET WRENCH 14 & 15,0,Active,11/23/2018 11:20,0,\N
PLBK/OFFWR/KTC/1417,611,2388,0,5,24,OFFSET WRENCH 14 & 17 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/OFFWRTEKIRO/141,612,2388,0,5,24,OFFSET WRENCH 14 & 17 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/OFFWR/TEKIRO/16,613,2388,0,5,24,OFFSET WRENCH 16 & 17 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/OFFWR/NN/1719,614,2388,0,5,24,OFFSET WRENCH 17 & 19,0,Active,11/23/2018 11:20,0,\N
PLBK/OFFWR/TEKIRO/17,615,2388,0,5,24,OFFSET WRENCH 17 & 19 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/OFFWR/KTC/1719,616,2388,0,5,24,OFFSET WRENCH 17 & 19 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/OFFWR/KTC/1921,617,2388,0,5,24,OFFSET WRENCH 19 & 21 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/OFFWR/NN/1921,618,2388,0,5,24,OFFSET WRENCH 19 & 21,0,Active,11/23/2018 11:20,0,\N
PLBK/OFFWR/KTC/2024,619,2388,0,5,24,OFFSET WRENCH 20 & 24 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/OFFWR/NN/2123,620,2388,0,5,24,OFFSET WRENCH 21 & 23,0,Active,11/23/2018 11:20,0,\N
PLBK/OFFWR/KTC/2224,621,2388,0,5,24,OFFSET WRENCH 22 & 24 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/OFFWR/NN/2224,622,2388,0,5,24,OFFSET WRENCH 22 & 24,0,Active,11/23/2018 11:20,0,\N
PLBK/OFFWR/TEKIRO/22,623,2388,0,5,24,OFFSET WRENCH 22 & 24 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/OFFWR/KTC/2427,624,2388,0,5,24,OFFSET WRENCH 24 & 27 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/OFFWR/NN/2427,625,2388,0,5,24,OFFSET WRENCH 24 & 27,0,Active,11/23/2018 11:20,0,\N
PLBK/OFFWR/TEKIRO/24,626,2388,0,5,24,OFFSET WRENCH 24 & 27 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/OFFWR/TEKIRO/25,627,2388,0,5,24,OFFSET WRENCH 25 & 28 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/OFFWR/NN/2528,628,2388,0,5,24,OFFSET WRENCH 25 & 28,0,Active,11/23/2018 11:20,0,\N
PLBK/OFFWR/KTC/3032,629,2388,0,5,24,OFFSET WRENCH 30 & 32 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/OFFWR/TEKIRO/30,630,2388,0,5,24,OFFSET WRENCH 30 & 32 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/OFFWR/NN/3032,631,2388,0,5,24,OFFSET WRENCH 30 & 32,0,Active,11/23/2018 11:20,0,\N
PLBK/OFFWR/KTC/0507,632,2388,0,5,24,OFFSET WRENCH 5 & 7 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/OFFWR/NN/0607,633,2388,0,5,24,OFFSET WRENCH 6 & 7,0,Active,11/23/2018 11:20,0,\N
PLBK/OFFWR/NN/0809,634,2388,0,5,24,OFFSET WRENCH 8 & 9,0,Active,11/23/2018 11:20,0,\N
PLBK/OFFWR/KTC/SET,635,2388,0,5,24,OFFSET WRENCH SET KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/OFFWR/TEKIRO/SE,636,2388,0,5,24,OFFSET WRENCH SET Tekiro,0,Active,11/23/2018 11:20,0,\N
PLBK/OFFWR/NN/SET,637,2388,0,5,24,OFFSET WRENCH SET,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/FIREBIRD/,638,2388,0,5,24,SOCKET WRENCH 10 FIREBIRD,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/FIREBIRD/,639,2388,0,5,24,SOCKET WRENCH 13 FIREBIRD,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/IWT/36,640,2388,0,5,24,SOCKET WRENCH 36 IWT,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/IWT/42,641,2388,0,5,24,SOCKET WRENCH 42 IWT,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/TEKIRO/10,642,2388,0,5,24,SOCKET WRENCH 10 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/TEKIRO/11,643,2388,0,5,24,SOCKET WRENCH 11 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/TEKIRO/12,644,2388,0,5,24,SOCKET WRENCH 12 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/TEKIRO/13,645,2388,0,5,24,SOCKET WRENCH 13 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/TEKIRO/16,646,2388,0,5,24,SOCKET WRENCH 16 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/TEKIRO/19,647,2388,0,5,24,SOCKET WRENCH 19 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/TEKIRO/20,648,2388,0,5,24,SOCKET WRENCH 20.8 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/TEKIRO/22,649,2388,0,5,24,SOCKET WRENCH 22 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/TEKIRO/23,650,2388,0,5,24,SOCKET WRENCH 23 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/TEKIRO/26,651,2388,0,5,24,SOCKET WRENCH 26 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/TEKIRO/27,652,2388,0,5,24,SOCKET WRENCH 27 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/TEKIRO/29,653,2388,0,5,24,SOCKET WRENCH 29 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/KTC/10,654,2388,0,5,24,SOCKET WRENCH 10 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/KTC/11,655,2388,0,5,24,SOCKET WRENCH 11 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/KTC/12,656,2388,0,5,24,SOCKET WRENCH 12 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/KTC/13,657,2388,0,5,24,SOCKET WRENCH 13 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/KTC/15,658,2388,0,5,24,SOCKET WRENCH 15 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/KTC/16,659,2388,0,5,24,SOCKET WRENCH 16 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/KTC/18,660,2388,0,5,24,SOCKET WRENCH 18 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/KTC/21,661,2388,0,5,24,SOCKET WRENCH 21 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/KTC/22,662,2388,0,5,24,SOCKET WRENCH 22 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/KTC/23,663,2388,0,5,24,SOCKET WRENCH 23 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/KTC/24,664,2388,0,5,24,SOCKET WRENCH 24 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/KTC/26,665,2388,0,5,24,SOCKET WRENCH 26 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/KTC/27,666,2388,0,5,24,SOCKET WRENCH 27 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/KTC/29,667,2388,0,5,24,SOCKET WRENCH 29 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/KTC/30,668,2388,0,5,24,SOCKET WRENCH 30 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/KTC/32,669,2388,0,5,24,SOCKET WRENCH 32 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/TEKIRO/08,670,2388,0,5,24,SOCKET WRENCH 8 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/NN/14,671,2388,0,5,24,SOCKET WRENCH 14,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/NN/16,672,2388,0,5,24,SOCKET WRENCH 16,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/NN/21,673,2388,0,5,24,SOCKET WRENCH 21,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/TEKIRO/14,674,2388,0,5,24,SOCKET WRENCH 14 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/TEKIRO/17,675,2388,0,5,24,SOCKET WRENCH 17 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/TEKIRO/18,676,2388,0,5,24,SOCKET WRENCH 18 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/TEKIRO/21,677,2388,0,5,24,SOCKET WRENCH 21 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/NN/32,678,2388,0,5,24,SOCKET WRENCH 32,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/NN/34,679,2388,0,5,24,SOCKET WRENCH 34,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/NN/36,680,2388,0,5,24,SOCKET WRENCH 36,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/TEKIRO/30,681,2388,0,5,24,SOCKET WRENCH 30 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/TEKIRO/32,682,2388,0,5,24,SOCKET WRENCH 32 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/TEKIRO/34,683,2388,0,5,24,SOCKET WRENCH 34 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/TEKIRO/36,684,2388,0,5,24,SOCKET WRENCH 36 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/NN/SET,685,2388,0,5,24,SOCKET WRENCH SET,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/KTC/SET,686,2388,0,5,24,SOCKET WRENCH SET KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/TEKIRO/SE,687,2388,0,5,24,SOCKET WRENCH SET TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCWR/FORCE/SET,688,2388,0,5,24,SOCKET WRENCH SET FORCE,0,Active,11/23/2018 11:20,0,\N
PLBK/SCWHF/TEKIRO/SE,689,2388,0,5,24,SOCKET WRENCH 1/2 SET TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/SCWHF/KTC/SET,690,2388,0,5,24,SOCKET WRENCH 1/2 SET KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCDW/NN/08,691,2388,0,5,24,SOCKET DEEP WALL 8,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCDW/TEKIRO/12,692,2388,0,5,24,SOCKET DEEP WALL 12 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCDW/NN/10,693,2388,0,5,24,SOCKET DEEP WALL 10,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCDW/NN/12,694,2388,0,5,24,SOCKET DEEP WALL 12,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCDW/KTC/12,695,2388,0,5,24,SOCKET DEEP WALL 12 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCDW/KTC/14,696,2388,0,5,24,SOCKET DEEP WALL 14 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCDW/LIPRO/14,697,2388,0,5,24,SOCKET DEEP WALL 14 LIPRO,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCDW/NN/14,698,2388,0,5,24,SOCKET DEEP WALL 14,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCDW/TEKIRO/14,699,2388,0,5,24,SOCKET DEEP WALL 14 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCDW/NN/16,700,2388,0,5,24,SOCKET DEEP WALL 16,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCDW/KTC/17,701,2388,0,5,24,SOCKET DEEP WALL 17 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCDW/NN/17,702,2388,0,5,24,SOCKET DEEP WALL 17,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCDW/KTC/19,703,2388,0,5,24,SOCKET DEEP WALL 19 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCDW/TEKIRO/16,704,2388,0,5,24,SOCKET DEEP WALL 16 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCDW/TEKIRO/17,705,2388,0,5,24,SOCKET DEEP WALL 17 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCDW/NN/19,706,2388,0,5,24,SOCKET DEEP WALL 19,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCDW/TEKIRO/19,707,2388,0,5,24,SOCKET DEEP WALL 19 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCDW/TEKIRO/21,708,2388,0,5,24,SOCKET DEEP WALL 21 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCDW/NN/21,709,2388,0,5,24,SOCKET DEEP WALL 21,0,Active,11/23/2018 11:20,0,\N
PLBK/SOCDW/NN,710,2388,0,5,24,SOCKET DEEP WALL,0,Active,11/23/2018 11:20,0,\N
TKR/SNP/RING/BUKA,711,2388,0,5,24,Tekiro Tang Snap Ring Buka,0,Active,11/23/2018 11:20,0,\N
PLBK/DIMPS/FACOM/22,712,2388,0,5,24,DEEP IMPACT SOCKET 22 FACOM,0,Active,11/23/2018 11:20,0,\N
PLBK/DIMPS/FACOM/24,713,2388,0,5,24,DEEP IMPACT SOCKET 24 FACOM,0,Active,11/23/2018 11:20,0,\N
PLBK/DIMPS/FACOM/27,714,2388,0,5,24,DEEP IMPACT SOCKET 27 FACOM,0,Active,11/23/2018 11:20,0,\N
PLBK/DIMPS/FACOM/36,715,2388,0,5,24,DEEP IMPACT SOCKET 36 FACOM,0,Active,11/23/2018 11:20,0,\N
PLBK/DIMPS/TEKIRO/17,716,2388,0,5,24,DEEP IMPACT SOCKET 17 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/DIMPS/TEKIRO/19,717,2388,0,5,24,DEEP IMPACT SOCKET 19 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/DIMPS/TEKIRO/21,718,2388,0,5,24,DEEP IMPACT SOCKET 21 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/WHLWR/TEKIRO,719,2388,0,5,24,WHEEL WRENCH TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/WHLWR/MATSU,720,2388,0,5,24,WHEEL WRENCH MATSU,0,Active,11/23/2018 11:20,0,\N
PLBK/WHLWR/AMERICANT,721,2388,0,5,24,WHEEL WRENCH AMERICAN TOOL,0,Active,11/23/2018 11:20,0,\N
PLBK/WHLWR/KTC,722,2388,0,5,24,WHEEL WRENCH KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/WHLWR/NN,723,2388,0,5,24,WHEEL WRENCH,0,Active,11/23/2018 11:20,0,\N
PLBK/TWREN/KTC/10,724,2388,0,5,24,T-TYPE WRENCH 10 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/TWREN/TEKIRO/10,725,2388,0,5,24,T-TYPE WRENCH 10 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/TWREN/NN/10,726,2388,0,5,24,T-TYPE WRENCH 10,0,Active,11/23/2018 11:20,0,\N
PLBK/TWREN/KTC/12,727,2388,0,5,24,T-TYPE WRENCH 12 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/TWREN/TEKIRO/12,728,2388,0,5,24,T-TYPE WRENCH 12 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/TWREN/NN/12,729,2388,0,5,24,T-TYPE WRENCH 12,0,Active,11/23/2018 11:20,0,\N
PLBK/TWREN/TEKIRO/14,730,2388,0,5,24,T-TYPE WRENCH 14 TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/TWREN/KTC/14,731,2388,0,5,24,T-TYPE WRENCH 14 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/TWREN/NN/14,732,2388,0,5,24,T-TYPE WRENCH 14,0,Active,11/23/2018 11:20,0,\N
PLBK/TWREN/TEKIRO/17,733,2388,0,5,24,T-TYPE WRENCH TEKIRO 17,0,Active,11/23/2018 11:20,0,\N
PLBK/TWREN/KTC/08,734,2388,0,5,24,T-TYPE WRENCH 8 KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/TWREN/TEKIRO/08,735,2388,0,5,24,T-TYPE WRENCH TEKIRO 8,0,Active,11/23/2018 11:20,0,\N
PLBK/TWREN/NN/08,736,2388,0,5,24,T-TYPE WRENCH 8,0,Active,11/23/2018 11:20,0,\N
PLBK/TWREN/KTC/SET,737,2388,0,5,24,T-TYPE WRENCH SET KTC,0,Active,11/23/2018 11:20,0,\N
PLBK/TWREN/TEKIRO/SE,738,2388,0,5,24,T-TYPE WRENCH SET TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLAD/KRSAD/NN,739,2388,0,10,24,KURSI ADMIN,0,Active,11/23/2018 11:20,0,\N
PLAD/KRSKB/NN,740,2388,0,10,24,KURSI KEPALA BENGKEL,0,Active,11/23/2018 11:20,0,\N
PLAD/KRSMH/NN,741,2388,0,10,24,KURSI MUSHOLLA,0,Active,11/23/2018 11:20,0,\N
PLAD/KRSMT/NN,742,2388,0,10,24,KURSI MEETING,0,Active,11/23/2018 11:20,0,\N
PLAD/KRSTR/NN,743,2388,0,10,24,KURSI TRAINING,0,Active,11/23/2018 11:20,0,\N
PLAD/KRSBR/NN,744,2388,0,10,24,KURSI CUSTOMER BAR,0,Active,11/23/2018 11:20,0,\N
PLAD/KRSSP/NN,745,2388,0,10,24,KURSI SATPAM,0,Active,11/23/2018 11:20,0,\N
PLAD/KRSSF/NN,746,2388,0,10,24,KURSI SOFA,0,Active,11/23/2018 11:20,0,\N
PLAD/KRSPJ/NN,747,2388,0,10,24,KURSI PIJAT,0,Active,11/23/2018 11:20,0,\N
PLAD/KRSTM/NN,748,2388,0,10,24,KURSI TAMU,0,Active,11/23/2018 11:20,0,\N
PLAD/LCBKS/NN,749,2388,0,10,24,LACI BERKAS,0,Active,11/23/2018 11:20,0,\N
PLBK/LMPKJ/NN,750,2388,0,5,24,LAMPU KERJA BENGKEL,0,Active,11/23/2018 11:20,0,\N
PLBK/LMPKJ/TEKIRO,751,2388,0,5,24,LAMPU KERJA BENGKEL TEKIRO,0,Active,11/23/2018 11:20,0,\N
PLBK/LMPKJ/CYBER,752,2388,0,5,24,LAMPU KERJA BENGKEL CYBER,0,Active,11/23/2018 11:20,0,\N
PLBK/LMPEG/KRISBOW,753,2388,0,5,24,LAMPU EMERGENCY KRISBOW,0,Active,11/23/2018 11:20,0,\N
PLAD/LMRMS/NN,754,2388,0,10,24,LEMARI MESS KARYAWAN,0,Active,11/23/2018 11:20,0,\N
PLAD/LMRMS/KRISBOW,755,2388,0,10,24,LEMARI MESS KARYAWAN KRISBOW,0,Active,11/23/2018 11:20,0,\N
PLBK/LMRFC/NN,756,2388,0,5,24,LEMARI FENDER COVER,0,Active,11/23/2018 11:20,0,\N
PLAD/LMRKB/NN,757,2388,0,10,24,LEMARI KEPALA BENGKEL,0,Active,11/23/2018 11:20,0,\N
PLAD/LMRDP/NN,758,2388,0,10,24,LEMARI DISPENSER,0,Active,11/23/2018 11:20,0,\N
PLBK/LMRST/NN,759,2388,0,5,24,LEMARI SST,0,Active,11/23/2018 11:20,0,\N
PLAD/LKRMS/NN,760,2388,0,10,24,LOKER MESS KARYAWAN,0,Active,11/23/2018 11:20,0,\N
PLAD/MJBLT/NN,761,2388,0,10,24,MEJA BULAT,0,Active,11/23/2018 11:20,0,\N
PLAD/MJKOP/NN,762,2388,0,10,24,MEJA KOPI,0,Active,11/23/2018 11:20,0,\N
PLBK/MJAKJ/NN,763,2388,0,5,24,MEJA KERJA BENGKEL,0,Active,11/23/2018 11:20,0,\N
PLBK/MJAKJ/GREENS,764,2388,0,5,24,MEJA KERJA BENGKEL GREENS,0,Active,11/23/2018 11:20,0,\N
PLAD/MJMET/NN,765,2388,0,10,24,MEJA MEETING,0,Active,11/23/2018 11:20,0,\N
PLAD/MJPTY/NN,766,2388,0,10,24,MEJA PANTRY,0,Active,11/23/2018 11:20,0,\N
PLAD/MJADM/NN,767,2388,0,10,24,MEJA ADMIN,0,Active,11/23/2018 11:20,0,\N
